"Column 0: 8.3252, Column 1: 41.0, Column 2: 6.984126984126984, Column 3: 1.0238095238095237, Column 4: 322.0, Column 5: 2.5555555555555554, Column 6: 37.88, Column 7: -122.23, Column 8: 4.526 "
"Column 0: 3.9718, Column 1: 13.0, Column 2: 5.035478547854786, Column 3: 1.0882838283828382, Column 4: 2986.0, Column 5: 2.463696369636964, Column 6: 34.18, Column 7: -119.21, Column 8: 2.152 "
"Column 0: 3.1989, Column 1: 31.0, Column 2: 4.376310272536688, Column 3: 1.0524109014675052, Column 4: 3310.0, Column 5: 3.469601677148847, Column 6: 34.15, Column 7: -119.19, Column 8: 1.854 "
"Column 0: 1.4773, Column 1: 27.0, Column 2: 3.2086553323029365, Column 3: 1.052550231839258, Column 4: 1904.0, Column 5: 2.9428129829984546, Column 6: 34.15, Column 7: -119.2, Column 8: 1.608 "
"Column 0: 4.3427, Column 1: 15.0, Column 2: 6.969843184559711, Column 3: 1.5500603136308806, Column 4: 1722.0, Column 5: 2.077201447527141, Column 6: 34.12, Column 7: -119.21, Column 8: 3.058 "
"Column 0: 5.2783, Column 1: 12.0, Column 2: 4.466019417475728, Column 3: 0.9805825242718447, Column 4: 405.0, Column 5: 3.9320388349514563, Column 6: 34.16, Column 7: -119.18, Column 8: 1.674 "
"Column 0: 3.9643, Column 1: 27.0, Column 2: 4.42512077294686, Column 3: 1.002415458937198, Column 4: 1480.0, Column 5: 3.57487922705314, Column 6: 34.16, Column 7: -119.18, Column 8: 1.86 "
"Column 0: 2.4167, Column 1: 22.0, Column 2: 3.618361153262519, Column 3: 1.0364188163884673, Column 4: 5534.0, Column 5: 4.198786039453718, Column 6: 34.15, Column 7: -119.18, Column 8: 1.92 "
"Column 0: 4.5828, Column 1: 17.0, Column 2: 5.361788617886178, Column 3: 1.0365853658536586, Column 4: 4066.0, Column 5: 4.132113821138211, Column 6: 34.16, Column 7: -119.17, Column 8: 2.054 "
"Column 0: 2.6098, Column 1: 18.0, Column 2: 3.706056129985229, Column 3: 1.016248153618907, Column 4: 3129.0, Column 5: 4.621861152141802, Column 6: 34.15, Column 7: -119.17, Column 8: 1.461 "
"Column 0: 4.0222, Column 1: 16.0, Column 2: 4.767910447761194, Column 3: 0.9925373134328358, Column 4: 6242.0, Column 5: 4.658208955223881, Column 6: 34.19, Column 7: -119.13, Column 8: 2.068 "
"Column 0: 4.8125, Column 1: 22.0, Column 2: 4.811940298507463, Column 3: 0.9970149253731343, Column 4: 1431.0, Column 5: 4.271641791044776, Column 6: 34.17, Column 7: -119.15, Column 8: 1.944 "
"Column 0: 2.726, Column 1: 16.0, Column 2: 4.46218487394958, Column 3: 0.988795518207283, Column 4: 836.0, Column 5: 2.3417366946778713, Column 6: 34.17, Column 7: -119.14, Column 8: 0.675 "
"Column 0: 2.0368, Column 1: 37.0, Column 2: 5.662650602409639, Column 3: 1.2650602409638554, Column 4: 522.0, Column 5: 6.289156626506024, Column 6: 34.17, Column 7: -119.11, Column 8: 2.438 "
"Column 0: 1.6964, Column 1: 28.0, Column 2: 3.3043478260869565, Column 3: 1.162471395881007, Column 4: 2145.0, Column 5: 4.908466819221968, Column 6: 34.19, Column 7: -119.17, Column 8: 1.75 "
"Column 0: 4.43, Column 1: 25.0, Column 2: 5.344660194174757, Column 3: 0.9466019417475728, Column 4: 1415.0, Column 5: 3.4344660194174756, Column 6: 34.15, Column 7: -119.14, Column 8: 2.077 "
"Column 0: 3.9485, Column 1: 23.0, Column 2: 5.2182410423452765, Column 3: 1.0488599348534202, Column 4: 2295.0, Column 5: 3.737785016286645, Column 6: 34.15, Column 7: -119.16, Column 8: 1.966 "
"Column 0: 3.6167, Column 1: 17.0, Column 2: 3.1549295774647885, Column 3: 0.9859154929577465, Column 4: 147.0, Column 5: 2.0704225352112675, Column 6: 34.12, Column 7: -119.16, Column 8: 2.8 "
"Column 0: 4.1279, Column 1: 17.0, Column 2: 5.001253132832081, Column 3: 1.0043859649122806, Column 4: 6437.0, Column 5: 4.033208020050125, Column 6: 34.17, Column 7: -119.16, Column 8: 2.239 "
"Column 0: 1.6038, Column 1: 23.0, Column 2: 4.505030181086519, Column 3: 1.080482897384306, Column 4: 784.0, Column 5: 1.5774647887323943, Column 6: 34.17, Column 7: -119.15, Column 8: 1.943 "
"Column 0: 3.0972, Column 1: 25.0, Column 2: 3.853467561521253, Column 3: 1.0044742729306488, Column 4: 5558.0, Column 5: 6.217002237136465, Column 6: 34.2, Column 7: -119.15, Column 8: 1.693 "
"Column 0: 3.65, Column 1: 15.0, Column 2: 4.679577464788732, Column 3: 0.9929577464788732, Column 4: 1001.0, Column 5: 3.5246478873239435, Column 6: 34.25, Column 7: -119.17, Column 8: 1.893 "
"Column 0: 4.0878, Column 1: 36.0, Column 2: 5.051798561151079, Column 3: 0.9553956834532374, Column 4: 2965.0, Column 5: 4.266187050359712, Column 6: 34.25, Column 7: -119.15, Column 8: 1.868 "
"Column 0: 2.7556, Column 1: 26.0, Column 2: 4.701208981001727, Column 3: 1.116580310880829, Column 4: 3700.0, Column 5: 3.1951640759930915, Column 6: 34.23, Column 7: -119.16, Column 8: 2.132 "
"Column 0: 2.5714, Column 1: 8.0, Column 2: 3.0375, Column 3: 0.9375, Column 4: 102.0, Column 5: 1.275, Column 6: 34.23, Column 7: -119.14, Column 8: 5.00001 "
"Column 0: 2.4643, Column 1: 35.0, Column 2: 3.892514395393474, Column 3: 1.0633397312859885, Column 4: 2252.0, Column 5: 4.322456813819578, Column 6: 34.23, Column 7: -119.12, Column 8: 1.82 "
"Column 0: 3.5625, Column 1: 31.0, Column 2: 4.386904761904762, Column 3: 0.8690476190476191, Column 4: 1436.0, Column 5: 8.547619047619047, Column 6: 34.25, Column 7: -119.12, Column 8: 1.941 "
"Column 0: 4.5833, Column 1: 21.0, Column 2: 7.2784313725490195, Column 3: 1.0823529411764705, Column 4: 863.0, Column 5: 3.384313725490196, Column 6: 34.28, Column 7: -119.04, Column 8: 5.00001 "
"Column 0: 6.907, Column 1: 16.0, Column 2: 6.644539614561028, Column 3: 1.032119914346895, Column 4: 1567.0, Column 5: 3.355460385438972, Column 6: 34.3, Column 7: -118.96, Column 8: 5.00001 "
"Column 0: 7.6775, Column 1: 21.0, Column 2: 7.526315789473684, Column 3: 0.9959514170040485, Column 4: 2982.0, Column 5: 3.0182186234817814, Column 6: 34.24, Column 7: -119.06, Column 8: 3.912 "
"Column 0: 5.3806, Column 1: 17.0, Column 2: 7.6970610399397135, Column 3: 1.1974378296910324, Column 4: 3409.0, Column 5: 2.568952524491334, Column 6: 34.24, Column 7: -119.09, Column 8: 4.521 "
"Column 0: 3.7974, Column 1: 40.0, Column 2: 6.016064257028113, Column 3: 1.1726907630522088, Column 4: 707.0, Column 5: 2.8393574297188753, Column 6: 34.26, Column 7: -119.02, Column 8: 2.287 "
"Column 0: 6.196, Column 1: 25.0, Column 2: 6.741935483870968, Column 3: 1.0120967741935485, Column 4: 1483.0, Column 5: 2.9899193548387095, Column 6: 34.25, Column 7: -119.03, Column 8: 3.406 "
"Column 0: 5.9316, Column 1: 20.0, Column 2: 6.5606060606060606, Column 3: 1.0033670033670035, Column 4: 4169.0, Column 5: 3.509259259259259, Column 6: 34.24, Column 7: -119.04, Column 8: 3.119 "
"Column 0: 5.4298, Column 1: 24.0, Column 2: 6.174964438122333, Column 3: 0.918918918918919, Column 4: 1929.0, Column 5: 2.743954480796586, Column 6: 34.24, Column 7: -119.05, Column 8: 2.796 "
"Column 0: 6.6246, Column 1: 9.0, Column 2: 6.611457036114571, Column 3: 1.0068493150684932, Column 4: 4830.0, Column 5: 3.00747198007472, Column 6: 34.23, Column 7: -118.99, Column 8: 2.842 "
"Column 0: 4.693, Column 1: 11.0, Column 2: 5.873096446700508, Column 3: 1.0507614213197969, Column 4: 2760.0, Column 5: 2.802030456852792, Column 6: 34.23, Column 7: -119.01, Column 8: 2.322 "
"Column 0: 8.9063, Column 1: 5.0, Column 2: 8.944642857142858, Column 3: 1.1008928571428571, Column 4: 4253.0, Column 5: 3.7973214285714287, Column 6: 34.24, Column 7: -118.94, Column 8: 5.00001 "
"Column 0: 3.9699, Column 1: 14.0, Column 2: 5.375397667020149, Column 3: 1.0335807705903146, Column 4: 6301.0, Column 5: 2.2272887946270767, Column 6: 34.23, Column 7: -118.96, Column 8: 2.17 "
"Column 0: 5.687, Column 1: 25.0, Column 2: 6.71875, Column 3: 1.0018382352941178, Column 4: 1776.0, Column 5: 3.264705882352941, Column 6: 34.24, Column 7: -119.03, Column 8: 2.381 "
"Column 0: 5.6762, Column 1: 16.0, Column 2: 6.833119383825418, Column 3: 1.0205391527599486, Column 4: 2493.0, Column 5: 3.2002567394094994, Column 6: 34.23, Column 7: -119.03, Column 8: 2.713 "
"Column 0: 5.8838, Column 1: 24.0, Column 2: 6.6239316239316235, Column 3: 1.0655270655270654, Column 4: 2374.0, Column 5: 3.381766381766382, Column 6: 34.24, Column 7: -119.02, Column 8: 2.326 "
"Column 0: 5.2773, Column 1: 21.0, Column 2: 6.303262955854127, Column 3: 0.9347408829174664, Column 4: 1832.0, Column 5: 3.5163147792706333, Column 6: 34.23, Column 7: -119.03, Column 8: 2.508 "
"Column 0: 4.7831, Column 1: 24.0, Column 2: 5.303875968992248, Column 3: 1.0170542635658915, Column 4: 2220.0, Column 5: 3.441860465116279, Column 6: 34.22, Column 7: -119.03, Column 8: 2.142 "
"Column 0: 5.0145, Column 1: 21.0, Column 2: 6.3108108108108105, Column 3: 1.0386100386100385, Column 4: 4199.0, Column 5: 2.702059202059202, Column 6: 34.23, Column 7: -119.04, Column 8: 2.466 "
"Column 0: 5.2742, Column 1: 23.0, Column 2: 6.254054054054054, Column 3: 0.918918918918919, Column 4: 2002.0, Column 5: 3.6072072072072072, Column 6: 34.23, Column 7: -119.06, Column 8: 2.575 "
"Column 0: 3.0219, Column 1: 29.0, Column 2: 5.890939597315437, Column 3: 1.0604026845637584, Column 4: 2591.0, Column 5: 4.347315436241611, Column 6: 34.23, Column 7: -119.06, Column 8: 2.217 "
"Column 0: 4.6458, Column 1: 18.0, Column 2: 5.719266055045871, Column 3: 1.0697247706422017, Column 4: 2079.0, Column 5: 3.8146788990825686, Column 6: 34.22, Column 7: -119.04, Column 8: 2.228 "
"Column 0: 3.1446, Column 1: 13.0, Column 2: 3.284815106215578, Column 3: 1.03933910306845, Column 4: 2257.0, Column 5: 1.7757671125098349, Column 6: 34.22, Column 7: -119.06, Column 8: 1.771 "
"Column 0: 4.2917, Column 1: 5.0, Column 2: 4.890982503364738, Column 3: 0.9663526244952894, Column 4: 1317.0, Column 5: 1.7725437415881562, Column 6: 34.19, Column 7: -119.0, Column 8: 2.279 "
"Column 0: 2.8942, Column 1: 39.0, Column 2: 4.333333333333333, Column 3: 1.0909090909090908, Column 4: 113.0, Column 5: 3.4242424242424243, Column 6: 34.19, Column 7: -119.05, Column 8: 2.75 "
"Column 0: 7.3004, Column 1: 32.0, Column 2: 5.724137931034483, Column 3: 0.7586206896551724, Column 4: 63.0, Column 5: 2.1724137931034484, Column 6: 34.17, Column 7: -119.08, Column 8: 1.25 "
"Column 0: 5.3044, Column 1: 11.0, Column 2: 6.619883040935672, Column 3: 1.0657894736842106, Column 4: 2398.0, Column 5: 3.5058479532163744, Column 6: 34.21, Column 7: -119.03, Column 8: 3.19 "
"Column 0: 3.0119, Column 1: 27.0, Column 2: 4.973744292237443, Column 3: 1.0570776255707763, Column 4: 2110.0, Column 5: 2.4086757990867578, Column 6: 34.21, Column 7: -119.05, Column 8: 2.182 "
"Column 0: 4.0208, Column 1: 8.0, Column 2: 2.5, Column 3: 0.625, Column 4: 309.0, Column 5: 19.3125, Column 6: 34.22, Column 7: -119.09, Column 8: 0.525 "
"Column 0: 5.0066, Column 1: 12.0, Column 2: 3.8, Column 3: 1.4666666666666666, Column 4: 69.0, Column 5: 4.6, Column 6: 34.13, Column 7: -119.05, Column 8: 2.75 "
"Column 0: 7.0242, Column 1: 18.0, Column 2: 6.935727788279773, Column 3: 0.9640831758034026, Column 4: 3419.0, Column 5: 3.231568998109641, Column 6: 34.18, Column 7: -118.97, Column 8: 2.931 "
"Column 0: 1.9811, Column 1: 16.0, Column 2: 6.10472972972973, Column 3: 1.1689189189189189, Column 4: 587.0, Column 5: 1.9831081081081081, Column 6: 34.19, Column 7: -118.96, Column 8: 1.625 "
"Column 0: 6.1306, Column 1: 16.0, Column 2: 7.194954128440367, Column 3: 1.0596330275229358, Column 4: 1384.0, Column 5: 3.1743119266055047, Column 6: 34.18, Column 7: -118.96, Column 8: 2.582 "
"Column 0: 5.7676, Column 1: 16.0, Column 2: 6.397932816537468, Column 3: 1.0387596899224807, Column 4: 1251.0, Column 5: 3.2325581395348837, Column 6: 34.16, Column 7: -118.98, Column 8: 2.413 "
"Column 0: 6.0994, Column 1: 25.0, Column 2: 6.1287671232876715, Column 3: 0.9068493150684932, Column 4: 1121.0, Column 5: 3.0712328767123287, Column 6: 34.18, Column 7: -118.95, Column 8: 2.549 "
"Column 0: 7.6016, Column 1: 9.0, Column 2: 7.389408099688474, Column 3: 0.9719626168224299, Column 4: 1039.0, Column 5: 3.236760124610592, Column 6: 34.17, Column 7: -118.95, Column 8: 3.449 "
"Column 0: 6.3303, Column 1: 16.0, Column 2: 8.287610619469026, Column 3: 1.1238938053097345, Column 4: 1556.0, Column 5: 3.4424778761061945, Column 6: 34.17, Column 7: -118.94, Column 8: 2.994 "
"Column 0: 5.5681, Column 1: 15.0, Column 2: 6.359848484848484, Column 3: 1.0265151515151516, Column 4: 928.0, Column 5: 3.515151515151515, Column 6: 34.17, Column 7: -118.94, Column 8: 2.356 "
"Column 0: 5.2955, Column 1: 23.0, Column 2: 6.8311688311688314, Column 3: 1.0493506493506493, Column 4: 1184.0, Column 5: 3.0753246753246755, Column 6: 34.17, Column 7: -118.95, Column 8: 2.476 "
"Column 0: 6.541, Column 1: 21.0, Column 2: 7.202439024390244, Column 3: 1.0219512195121951, Column 4: 1397.0, Column 5: 3.4073170731707316, Column 6: 34.16, Column 7: -118.95, Column 8: 2.915 "
"Column 0: 6.187, Column 1: 18.0, Column 2: 6.62621359223301, Column 3: 1.0072815533980584, Column 4: 1248.0, Column 5: 3.029126213592233, Column 6: 34.18, Column 7: -118.93, Column 8: 2.879 "
"Column 0: 6.3522, Column 1: 17.0, Column 2: 7.430340557275541, Column 3: 1.089783281733746, Column 4: 1067.0, Column 5: 3.303405572755418, Column 6: 34.18, Column 7: -118.92, Column 8: 2.593 "
"Column 0: 5.9836, Column 1: 17.0, Column 2: 6.360655737704918, Column 3: 1.0081967213114753, Column 4: 685.0, Column 5: 2.807377049180328, Column 6: 34.17, Column 7: -118.92, Column 8: 2.948 "
"Column 0: 8.0428, Column 1: 3.0, Column 2: 8.23943661971831, Column 3: 1.0422535211267605, Column 4: 493.0, Column 5: 3.471830985915493, Column 6: 34.16, Column 7: -118.94, Column 8: 5.00001 "
"Column 0: 2.8958, Column 1: 17.0, Column 2: 4.392905866302865, Column 3: 0.9768076398362893, Column 4: 1381.0, Column 5: 1.884038199181446, Column 6: 34.18, Column 7: -118.91, Column 8: 1.76 "
"Column 0: 5.8652, Column 1: 20.0, Column 2: 7.116022099447513, Column 3: 0.988950276243094, Column 4: 539.0, Column 5: 2.977900552486188, Column 6: 34.18, Column 7: -118.9, Column 8: 3.026 "
"Column 0: 7.0504, Column 1: 14.0, Column 2: 8.009146341463415, Column 3: 1.0, Column 4: 1121.0, Column 5: 3.417682926829268, Column 6: 34.18, Column 7: -118.9, Column 8: 3.338 "
"Column 0: 5.3558, Column 1: 14.0, Column 2: 6.4555403556771545, Column 3: 1.0041039671682626, Column 4: 1880.0, Column 5: 2.5718194254445965, Column 6: 34.17, Column 7: -118.9, Column 8: 3.138 "
"Column 0: 5.1033, Column 1: 15.0, Column 2: 6.367713004484305, Column 3: 1.1150971599402093, Column 4: 1701.0, Column 5: 2.5426008968609866, Column 6: 34.17, Column 7: -118.88, Column 8: 4.107 "
"Column 0: 4.5625, Column 1: 42.0, Column 2: 6.962962962962963, Column 3: 1.1851851851851851, Column 4: 220.0, Column 5: 2.7160493827160495, Column 6: 34.17, Column 7: -118.85, Column 8: 3.188 "
"Column 0: 5.22, Column 1: 18.0, Column 2: 5.967583497053045, Column 3: 1.037328094302554, Column 4: 2571.0, Column 5: 2.525540275049116, Column 6: 34.16, Column 7: -118.84, Column 8: 3.994 "
"Column 0: 8.4443, Column 1: 17.0, Column 2: 7.465483234714004, Column 3: 0.9743589743589743, Column 4: 1527.0, Column 5: 3.0118343195266273, Column 6: 34.15, Column 7: -118.84, Column 8: 3.585 "
"Column 0: 10.2614, Column 1: 16.0, Column 2: 6.421276595744681, Column 3: 0.9191489361702128, Column 4: 578.0, Column 5: 2.4595744680851066, Column 6: 34.16, Column 7: -118.86, Column 8: 4.108 "
"Column 0: 8.7657, Column 1: 24.0, Column 2: 8.093117408906883, Column 3: 0.9878542510121457, Column 4: 759.0, Column 5: 3.0728744939271255, Column 6: 34.14, Column 7: -118.85, Column 8: 3.663 "
"Column 0: 7.8528, Column 1: 9.0, Column 2: 6.009174311926605, Column 3: 1.0091743119266054, Column 4: 222.0, Column 5: 2.036697247706422, Column 6: 34.15, Column 7: -118.82, Column 8: 3.375 "
"Column 0: 4.2857, Column 1: 16.0, Column 2: 5.273010920436818, Column 3: 1.140405616224649, Column 4: 1227.0, Column 5: 1.9141965678627144, Column 6: 34.15, Column 7: -118.83, Column 8: 2.332 "
"Column 0: 10.1597, Column 1: 16.0, Column 2: 7.606936416184971, Column 3: 1.1213872832369942, Column 4: 450.0, Column 5: 2.601156069364162, Column 6: 34.14, Column 7: -118.83, Column 8: 5.00001 "
"Column 0: 6.4001, Column 1: 16.0, Column 2: 6.131661442006269, Column 3: 0.9780564263322884, Column 4: 671.0, Column 5: 2.103448275862069, Column 6: 34.14, Column 7: -118.83, Column 8: 3.218 "
"Column 0: 8.1064, Column 1: 16.0, Column 2: 7.3375, Column 3: 0.9696428571428571, Column 4: 1409.0, Column 5: 2.5160714285714287, Column 6: 34.14, Column 7: -118.85, Column 8: 4.234 "
"Column 0: 4.675, Column 1: 24.0, Column 2: 6.412735849056604, Column 3: 1.0235849056603774, Column 4: 1318.0, Column 5: 3.108490566037736, Column 6: 34.19, Column 7: -118.95, Column 8: 2.288 "
"Column 0: 5.9224, Column 1: 24.0, Column 2: 6.349397590361446, Column 3: 1.0068846815834767, Column 4: 1898.0, Column 5: 3.2667814113597244, Column 6: 34.18, Column 7: -118.94, Column 8: 2.394 "
"Column 0: 5.5181, Column 1: 25.0, Column 2: 6.893700787401575, Column 3: 1.0, Column 4: 1713.0, Column 5: 3.372047244094488, Column 6: 34.18, Column 7: -118.94, Column 8: 2.421 "
"Column 0: 3.886, Column 1: 17.0, Column 2: 4.70197486535009, Column 3: 1.0879712746858168, Column 4: 1655.0, Column 5: 2.971274685816876, Column 6: 34.2, Column 7: -118.93, Column 8: 2.813 "
"Column 0: 3.0691, Column 1: 16.0, Column 2: 3.933911159263272, Column 3: 1.0552546045503792, Column 4: 2585.0, Column 5: 2.800650054171181, Column 6: 34.19, Column 7: -118.92, Column 8: 1.304 "
"Column 0: 7.9943, Column 1: 16.0, Column 2: 8.367609254498715, Column 3: 1.0501285347043703, Column 4: 2304.0, Column 5: 2.961439588688946, Column 6: 34.2, Column 7: -118.9, Column 8: 4.521 "
"Column 0: 10.0595, Column 1: 26.0, Column 2: 8.692307692307692, Column 3: 1.0769230769230769, Column 4: 573.0, Column 5: 3.1483516483516483, Column 6: 34.19, Column 7: -118.9, Column 8: 5.00001 "
"Column 0: 6.7559, Column 1: 15.0, Column 2: 7.208173690932312, Column 3: 0.966794380587484, Column 4: 2659.0, Column 5: 3.395913154533844, Column 6: 34.22, Column 7: -118.91, Column 8: 3.12 "
"Column 0: 5.5402, Column 1: 20.0, Column 2: 6.56175972927242, Column 3: 1.125211505922166, Column 4: 1651.0, Column 5: 2.793570219966159, Column 6: 34.22, Column 7: -118.89, Column 8: 2.646 "
"Column 0: 6.0145, Column 1: 14.0, Column 2: 6.156748911465892, Column 3: 1.0827285921625545, Column 4: 1858.0, Column 5: 2.6966618287373003, Column 6: 34.23, Column 7: -118.87, Column 8: 2.871 "
"Column 0: 5.756, Column 1: 16.0, Column 2: 6.117493472584856, Column 3: 1.0261096605744124, Column 4: 2007.0, Column 5: 5.240208877284595, Column 6: 34.22, Column 7: -118.88, Column 8: 3.027 "
"Column 0: 6.2423, Column 1: 14.0, Column 2: 7.161290322580645, Column 3: 1.0391705069124424, Column 4: 1566.0, Column 5: 3.608294930875576, Column 6: 34.22, Column 7: -118.87, Column 8: 3.054 "
"Column 0: 7.2965, Column 1: 17.0, Column 2: 8.474242424242425, Column 3: 1.1090909090909091, Column 4: 1992.0, Column 5: 3.018181818181818, Column 6: 34.25, Column 7: -118.85, Column 8: 3.429 "
"Column 0: 6.4823, Column 1: 13.0, Column 2: 6.911804613297151, Column 3: 1.0366350067842605, Column 4: 2230.0, Column 5: 3.0257801899592947, Column 6: 34.23, Column 7: -118.85, Column 8: 2.909 "
"Column 0: 5.0855, Column 1: 26.0, Column 2: 6.685121107266436, Column 3: 0.9688581314878892, Column 4: 886.0, Column 5: 3.065743944636678, Column 6: 34.22, Column 7: -118.86, Column 8: 2.322 "
"Column 0: 5.5845, Column 1: 26.0, Column 2: 5.495356037151703, Column 3: 0.913312693498452, Column 4: 1004.0, Column 5: 3.108359133126935, Column 6: 34.22, Column 7: -118.86, Column 8: 2.517 "
"Column 0: 6.2708, Column 1: 22.0, Column 2: 6.3076923076923075, Column 3: 1.0256410256410255, Column 4: 673.0, Column 5: 3.4512820512820515, Column 6: 34.22, Column 7: -118.86, Column 8: 2.514 "
"Column 0: 4.9234, Column 1: 25.0, Column 2: 5.824561403508772, Column 3: 0.9166666666666666, Column 4: 691.0, Column 5: 3.030701754385965, Column 6: 34.21, Column 7: -118.85, Column 8: 2.414 "
"Column 0: 3.4773, Column 1: 29.0, Column 2: 5.473815461346633, Column 3: 1.032418952618454, Column 4: 1360.0, Column 5: 3.3915211970074814, Column 6: 34.21, Column 7: -118.85, Column 8: 2.067 "
"Column 0: 4.1576, Column 1: 26.0, Column 2: 5.175925925925926, Column 3: 1.0169753086419753, Column 4: 2020.0, Column 5: 3.117283950617284, Column 6: 34.21, Column 7: -118.86, Column 8: 2.118 "
"Column 0: 6.2748, Column 1: 22.0, Column 2: 7.054054054054054, Column 3: 0.9980694980694981, Column 4: 1565.0, Column 5: 3.0212355212355213, Column 6: 34.22, Column 7: -118.88, Column 8: 2.748 "
